0, 0, 21:27:43.228

1, 7, 21:27:43.287

2, 7, 21:27:43.289

3, 7, 21:27:43.289

4, 7, 21:27:43.290

5, 7, 21:27:43.290

6, 7, 21:27:43.290

7, 7, 21:27:43.291

8, 7, 21:27:43.291

9, 7, 21:27:43.292

10, 7, 21:27:43.292

11, 7, 21:27:43.292

12, 7, 21:27:43.293

13, 7, 21:27:43.293

14, 7, 21:27:43.294

15, 7, 21:27:43.294

16, 7, 21:27:43.294

17, 7, 21:27:43.295

18, 7, 21:27:43.295

19, 7, 21:27:43.296

20, 7, 21:27:43.296

21, 7, 21:27:43.296

22, 7, 21:27:43.298

23, 7, 21:27:43.299

24, 7, 21:27:43.299

25, 7, 21:27:43.300

26, 7, 21:27:43.300

27, 7, 21:27:43.301

28, 7, 21:27:43.302

29, 7, 21:27:43.303

30, 7, 21:27:43.303

31, 6, 21:27:43.304

32, 6, 21:27:43.304

33, 6, 21:27:43.305

34, 6, 21:27:43.305

35, 6, 21:27:43.305

36, 6, 21:27:43.306

37, 6, 21:27:43.306

38, 6, 21:27:43.307

39, 6, 21:27:43.307

40, 6, 21:27:43.307

41, 6, 21:27:43.308

42, 6, 21:27:43.308

43, 6, 21:27:43.308

44, 6, 21:27:43.309

45, 6, 21:27:43.309

46, 6, 21:27:43.310

47, 6, 21:27:43.310

48, 6, 21:27:43.310

49, 6, 21:27:43.311

50, 6, 21:27:43.312

51, 6, 21:27:43.312

52, 6, 21:27:43.313

53, 6, 21:27:43.313

54, 6, 21:27:43.313

55, 6, 21:27:43.314

56, 6, 21:27:43.314

57, 6, 21:27:43.314

58, 6, 21:27:43.315

59, 6, 21:27:43.315

60, 6, 21:27:43.316

61, 1, 21:27:43.316

62, 1, 21:27:43.316

63, 1, 21:27:43.317

64, 1, 21:27:43.317

65, 1, 21:27:43.318

66, 1, 21:27:43.318

67, 1, 21:27:43.318

68, 4, 21:27:43.319

69, 4, 21:27:43.319

70, 4, 21:27:43.320

71, 4, 21:27:43.320

72, 4, 21:27:43.320

73, 4, 21:27:43.321

74, 4, 21:27:43.321

75, 4, 21:27:43.321

76, 4, 21:27:43.322

77, 4, 21:27:43.322

78, 7, 21:27:43.323

79, 7, 21:27:43.323

80, 7, 21:27:43.323

81, 7, 21:27:43.324

82, 7, 21:27:43.324

83, 7, 21:27:43.325

84, 7, 21:27:43.325

85, 7, 21:27:43.326

86, 7, 21:27:43.326

87, 7, 21:27:43.326

88, 1, 21:27:43.327

89, 1, 21:27:43.327

90, 1, 21:27:43.327

91, 9, 21:27:43.328

92, 9, 21:27:43.328

93, 9, 21:27:43.329

94, 9, 21:27:43.329

95, 9, 21:27:43.329

96, 9, 21:27:43.330

97, 9, 21:27:43.330

98, 9, 21:27:43.330

99, 9, 21:27:43.331

100, 9, 21:27:43.331

